Title,Abstract,DOI
Long-Term Trajectories of Posttraumatic Stress Disorder: Categorical versus Continuous Assessment,"Objective: Long-term trajectories of posttraumatic stress disorder (PTSD) may fluctuate over time and typically conform to four heterogeneous patterns: resilience, recovery, delayed-onset, and chronic symptomatology. However, such fluctuations are typically short ranged and have rarely been investigated over the course of decades after the trauma. Moreover, existing studies have used a variety of measurements, either employing a categorical Diagnostic and Statistical Manual of Mental Disorders (DSM)-oriented approach or a continuous measure of symptom severity. The aim of this study was to evaluate the two methods of analyzing trajectories of PTSD by examining the level of concordance between them, their sensitivity, and their validity. Method: A total of 349 Israeli veterans from the 1973 Yom Kippur War were examined at four time points over more than four decades since the war. A latent class growth analysis (LCGA) was conducted to identify different PTSD trajectories, using both categorical and continuous PTSD assessments. Results: Descriptive results revealed that the four commonly observed patterns of PTSD are insufficient for capturing the range of individual PTSD trajectories. Using a categorical measure in the explorative LCGA yielded three trajectories (resilient, chronic, and delayed onset). The continuous measure yielded five trajectories (resilient, chronic, recovered, and two delayed-onset trajectories), which provided a slightly more nuanced distinction of participants' distress-induced psychosocial dysfunction as compared to the three-trajectory solution. Conclusion: These findings suggest that using a continuous PTSD trajectory measure provides a somewhat more sensitive estimation of PTSD trajectories. More specifically, taking into consideration symptom intensity and fluctuation over time may provide a more comprehensive picture of the survivors' distress.",https://doi.org/10.1080/00332747.2018.1485369,
Identity Formation in Adolescence: The Dynamic of Forming and Consolidating Identity Commitments,"Abstract The biological, cognitive, and social changes that occur in adolescence stimulate young people to think about themselves, reflect on the kind of people they want to become, and find their place in society. Traditionally, these changes have been explained by Erikson's theory and Marcia's identity status model, but process‐oriented models of identity provide new insights. In particular, dual‐cycle models, such as the three‐factor identity model, focus on the dynamic process by which young people iteratively form and maintain their identity over time. This iterative process is captured by the interplay of commitment, in‐depth exploration, and reconsideration of commitment, as well as by distinct identity statuses. Furthermore, the extent to which adolescents find a stable identity is intertwined strongly with their psychosocial functioning and well‐being.",https://doi.org/10.1111/cdep.12226,
Neighborhood predictors of bullying perpetration and victimization trajectories among South Korean adolescents,"This study examined latent trajectories of bullying perpetration and victimization, and identified neighborhood antecedents of these trajectories among South Korean adolescents.Nationally representative individual-level data from waves 2 to 6 (middle school to high school) of the Korean Children and Youth Panel Survey were merged with neighborhood-level data drawn from the Korean Census and the Korean Ministry of Education. Latent class growth analysis (N = 2,178) and logistic regression were conducted (N = 2,021).Three unique trajectories of bullying experience-low-risk (80.8%), transient (13.3%), high-risk (5.9%)-were identified. Neighborhood factors (e.g., public assistance receipt, marital status, official bullying incidents, collective efficacy) predicted these distinct developmental paths.Joint trajectories of perpetration and victimization can inform service or policy decisions as each developmental path may represent unique experiences for youth in need of specific resources for treatment or intervention. Neighborhood indicators are important predictors of developmental trajectories of bullying experience among adolescents.",https://doi.org/10.1002/jcop.22226,
"Smartphone Addiction, Social Support, and Cybercrime Victimization: A Discrete Survival and Growth Mixture Model","In recent decades, criminological theories have identified a set of vulnerabilities in potential victims that seek to explain their victimization. When it comes to explaining cybercrime victimization, however, the important role that addiction to the vulnerabilities associated with technological devices can play has tended to be overlooked. In this paper we empirically link smartphone addiction, social support, and cyberfraud victimization in a nationally representative sample of 716 smartphone users followed for three years. The results of discrete survival and growth mixture models suggest that the probability of cyberfraud victimization is lower among users with a decrease in smartphone addiction and an increase in social support over the three years. These results allow us to suggest new avenues in the study of cybercrime victimization, with special emphasis on the psychosocial consequences that the deregulated use of these technological devices may entail.En las últimas décadas, las teorías criminológicas han identificado una serie de vulnerabilidades en las víctimas potenciales que tratan de explicar su victimización. Sin embargo, cuando se trata de explicar la victimización por ciberdelincuencia, se ha tendido a pasar por alto el importante papel que puede desempeñar la adicción a los dispositivos tecnológicos y sus consecuencias psicosociales. En este trabajo relacionamos empíricamente la adicción a los smartphones, el apoyo social y la victimización por ciberdelincuencia en una muestra representativa a nivel nacional de 716 usuarios a los que se siguió durante tres años. Los resultados de los modelos de curvas de supervivencia para tiempo discreto y mixtura de crecimiento latente sugieren que la probabilidad de victimización por ciberfraude es menor entre los usuarios con una disminución de la adicción a los teléfonos inteligentes y un aumento del apoyo social a lo largo de los tres años. Estos resultados nos permiten sugerir nuevas vías en el estudio de la victimización por ciberdelincuencia, con especial énfasis en las consecuencias psicosociales que puede conllevar el uso desregulado de estos dispositivos tecnológicos.",https://doi.org/10.5093/pi2022a3,
Melding theoretical perspectives: a gendered look at low-resting heart rate and developmental trajectories of antisocial behavior,"The biosocial theoretical perspective is a growing area within criminological theory; however, skepticism remains toward such new research endeavors. Uncertainty may come from a perceived lack of connection to existing theories of criminality and/or the apparent resources required in conducting biosocial research. Therefore, the aim of this study was twofold. First, by utilizing the public version of National Longitudinal Study of Adolescent Health (Add Health) data, this study provides an example of biosocial research that does not require the use of expensive laboratory equipment or restrictive datasets. Second, by utilizing a sample of 1629 individuals followed from age 13 to 29, a longitudinal latent class analysis was estimated to explore the relationship between low-resting heart rate and antisocial behavior for both males and females. Doing so, the current study integrates a well-researched correlate of biosocial criminology with mainstream criminological theories (i.e. developmental theories), while also employing a fairly novel approach to group-based trajectory modeling.",https://doi.org/10.1080/1478601x.2015.1004915,
"Trajectories of eating behavior during COVID-19 lockdown: Longitudinal analyses of 22,374 adults","The COVID-19 pandemic has led to the implementation of stay-at-home and lockdown measures. It is currently unknown if the experience of lockdown leads to long term changes in individual's eating behaviors. The objectives of this study were: i) to derive longitudinal trajectories of change in eating during UK lockdown, and ii) to identify risk factors associated with eating behavior trajectories.",https://doi.org/10.1016/j.clnesp.2021.01.046,
Trajectories of alcohol use and association with symptoms of depression from early to late adolescence: The <scp>N</scp>orwegian <scp>L</scp>ongitudinal <scp>H</scp>ealth <scp>B</scp>ehaviour <scp>S</scp>tudy,"Adolescence is a period in which many have an onset of alcohol use, but there is much heterogeneity in the individual development of alcohol use. Further, there is a general increase in depressive symptoms from early to late adolescence, but less is known about how different alcohol habit trajectories are associated with symptoms of depression. The aims of the present study were: to identify trajectories of alcohol consumption and drinking to intoxication during adolescence (age 13-18 years); and examine to what extent the different trajectories of alcohol use were associated with symptoms of depression over the same age span, from early to late adolescence.Data from the Norwegian Longitudinal Health Behaviour Study were employed. Latent class growth analyses were employed to identify different trajectories of both alcohol consumption and drinking to intoxication. The resulting trajectories for each participant were used to estimate the gender-adjusted association between different development of alcohol use and symptoms of depression.Four trajectories of both alcohol consumption and drinking to intoxication were identified. The trajectories with an early onset of alcohol consumption or drinking to intoxication were associated with higher levels of depressive symptoms compared with late onset or stable low use trajectories.The findings from the present study suggest that early onset developmental trajectories of alcohol use are associated with depression. Therefore, broad assessment and interventions targeting both alcohol and depression may be indicated among early onset alcohol users, especially if they report increasing levels of consumption. [Skogen JC, Knudsen AK, Hysing M, Wold B, Sivertsen B. Trajectories of alcohol use and association with symptoms of depression from early to late adolescence: The Norwegian Longitudinal Health Behaviour Study. Drug Alcohol Rev 2016;35:307-316].",https://doi.org/10.1111/dar.12350,
The role of family and peer factors in the development of early adolescent depressive symptoms: A latent class growth analysis,"Few studies have explored the trajectories of Chinese early adolescent depressive symptoms or comprehensively considered the factors of family and peers. The present study aimed to identify the trajectories of depressive symptoms in early adolescence using a school-based sample assessed in three waves. The study also examined whether family and peer factors were significant predictors. A total of 586 Chinese primary and middle school students participated in the survey. A growth mixture model was used to find the trajectories of depressive symptoms, and multinominal logistic regression was used to identify the predictors. Three trajectories were identified, including a stable-low class, an increasing class, and a high-decreasing class. Results indicated that gender, parental psychological aggression and neglect, parental psychological control, traditional bullying/cyberbullying victimization, and friendship quality were significant predictors. However, witnessing intimate partner violence, parental behavior control, and traditional bullying/cyberbullying perpetration could not significantly predict the trajectories. The findings of this study can provide an empirical basis for teachers and clinical interveners to determine different development trajectories of depressive symptoms and carry out prevention and intervention.",https://doi.org/10.3389/fpsyt.2022.914055,
Marital Conflict Trajectories and Associations With Children's Disruptive Behavior,"Abstract We seek to identify heterogeneous trajectories of marital conflict during the early childhood period, identify predictors associated with these trajectories, and examine associations between trajectory group membership and children's disruptive behavior. Participants were 469 families examined 4 times when the children were 2 to 54 months of age. Maternal reports of marital conflict, adverse childhood experiences, depressive symptoms, and sociodemographic characteristics were collected, and averaged maternal and paternal reports of child disruptive problems were used. Using growth mixture modeling, 3 trajectories of marital conflict were identified: high increasing (21.8%), high decreasing (7%), and low stable (71.2%). Maternal adverse childhood experiences predicted increased risk of belonging in the high‐increasing group, whereas depressive symptoms predicted increased risk of belonging in the high‐decreasing group. Importantly, children of mothers in the high‐increasing group exhibited higher levels of disruptive behavior at 54 months when compared with children of mothers in the high‐decreasing and low‐stable groups.",https://doi.org/10.1111/jomf.12356,
The randomized controlled trial of Head Start REDI: Sustained effects on developmental trajectories of social–emotional functioning.,"This study assessed the sustained effects of Head Start REDI (Research-based, Developmentally Informed), a randomized controlled preschool preventive intervention, on children's developmental trajectories of social-emotional functioning into elementary school.",https://doi.org/10.1037/a0039937,
Post‐traumatic stress disorder: a state‐of‐the‐art review of evidence and challenges,"Post‐traumatic stress disorder (PTSD) is arguably the most common psychiatric disorder to arise after exposure to a traumatic event. Since its formal introduction in the DSM‐III in 1980, knowledge has grown significantly regarding its causes, maintaining mechanisms and treatments. Despite this increased understanding, however, the actual definition of the disorder remains controversial. The DSM‐5 and ICD‐11 define the disorder differently, reflecting disagreements in the field about whether the construct of PTSD should encompass a broad array of psychological manifestations that arise after trauma or should be focused more specifically on trauma memory phenomena. This controversy over clarifying the phenotype of PTSD has limited the capacity to identify biomarkers and specific mechanisms of traumatic stress. This review provides an up‐to‐date outline of the current definitions of PTSD, its known prevalence and risk factors, the main models to explain the disorder, and evidence‐supported treatments. A major conclusion is that, although trauma‐focused cognitive behavior therapy is the best‐validated treatment for PTSD, it has stagnated over recent decades, and only two‐thirds of PTSD patients respond adequately to this intervention. Moreover, most people with PTSD do not access evidence‐based treatment, and this situation is much worse in low‐ and middle‐income countries. Identifying processes that can overcome these major barriers to better management of people with PTSD remains an outstanding challenge.",https://doi.org/10.1002/wps.20656,
Perinatal depressive symptoms among low-income South African women at risk of depression: trajectories and predictors,"The aim of the study was to identify trajectories of perinatal depressive symptoms and their predictors among women living in a low-resource setting in South Africa, and who present with a risk of depression during pregnancy.This is a secondary analysis of a randomised controlled trial among 384 women living in Khayelitsha, a low income setting in South Africa, recruited at their first antenatal visit if they scored 13 or above on the Edinburgh Postnatal Depression Scale, were at least 18 years of age, less than 29 weeks pregnant and spoke isiXhosa. Participants were followed up at 8 months gestation, 3 and 12 months postpartum. Latent trajectories of depressive symptoms were identified using growth mixture modelling, based on the Hamilton Depression Rating Scale (HDRS). There were no differences in HDRS scores between the control and intervention arms, so all participants were assessed together. Health, social and economic predictors of trajectories were investigated to identify high-risk groups with greater or more chronic depressive symptoms, using univariate logistic regression.Two trajectories were identified: antenatal only (91.4%), with moderate to severe symptoms at baseline which later subside; and antenatal and postnatal (8.6%), with severe depressive symptoms during pregnancy and later in the postpartum period, which subside temporarily to moderate levels at 3 months postpartum. Predictors for the antenatal and postnatal trajectory include severe food insecurity, intimate partner violence, lower social support, greater functional impairment, problematic drinking and suicide risk.A small proportion of women who are at risk for depression antenatally remain at risk throughout the perinatal period, and can be differentiated from those who show a natural remission. Identification and referral strategies should be developed with these findings in mind, especially given the limited mental health resources in low-income settings.",https://doi.org/10.1186/s12884-019-2355-y,
Mixture Modeling for Lifespan Developmental Research,"As part of the Generalized Structural Equation Modeling framework, mixture models are person-centered analyses seeking to identify distinct subpopulations, or profiles, of participants differing quantitatively and qualitatively from one another on a configuration of indicators and/or relations among these indicators. Mixture models are typological (resulting in a classification system), probabilistic (each participant having a probability of membership into all profiles based on prototypical similarity), and exploratory (the optimal model is typically selected based on a comparison of alternative specifications) in nature, and can take different forms. Latent profile analyses seek to identify subpopulations of participants differing from one another on a configuration of indicators and can be extended to factor mixture analyses allowing for the incorporation of latent factors to the model. In contrast, mixture regression analyses seek to identify subpopulations of participants’ differing from one another in terms of relations among profile indicators. These analyses can be extended to the multiple-group and/or longitudinal analyses, allowing researchers to conduct tests of profile similarity across different samples of participants or time points, and latent transition analyses can be used to assess probabilities of profiles transition over time among a sample of participants (i.e., within person stability and change in profile membership). Finally, growth mixture analyses are built from latent curve models and seek to identify subpopulations of participants following quantitatively and qualitatively distinct trajectories over time. All of these models can accommodate covariates, used either as predictors, correlates, or outcomes, and can even be extended to tests of mediation and moderation.",https://doi.org/10.1093/acrefore/9780190236557.013.364,
Efficacy of Bystander Programs to Prevent Dating Abuse Among Youth and Young Adults,"Estimates suggest that between 10% and 25% of adolescents have experienced some form of physical violence within a dating relationship, and one in four college-age women experiences attempted or completed sexual violence on campus. Bystander programs focus on equipping young adults with the skills to safely intervene when they witness behaviors that can result in dating abuse. This approach is promoted for its capacity both to transform community norms that contribute to dating abuse and to foster more positive social interactions among youth, however, there has been limited review of the literature on the outcomes of bystander programs. Therefore, this article provides an in-depth systematic literature review, which describes the content and program components of bystander programs and summarizes what is currently known about the impact of bystander interventions on participants’ behaviors and attitudes. Results indicate that bystander programs are promising from the standpoint of increasing young adults’ willingness to intervene and confidence in their ability to intervene when they witness dating or sexual violence, however, the utilization of actual bystander behaviors was less straightforward. Implications for prevention practice and for future research are presented.",https://doi.org/10.1177/1524838015584361,
Course of perinatal depressive symptoms among South African women: associations with child outcomes at 18 and 36 months,Latent modelling was used to identify trajectories of depressive symptoms among low-income perinatal women in South Africa. Predictors of trajectories and the association of trajectories with child outcomes were assessed.,https://doi.org/10.1007/s00127-019-01665-2,
Gender associated developmental trajectories of SDQ-dysregulation profile and its predictors in children,"Severe mood dysregulation is common in childhood and can be highly impairing. The Dysregulation Profile (DP) can be considered as a broader phenotype of emotional dysregulation, including affect, cognition and behaviour. Since mood dysregulation may persist, but differently in boys and girls, the gender associated course needs to be considered longitudinally to gain a better insight in order to support the children more adequately. This study is focusing on gender associated subgroup trajectories of the Strengths and Difficulties Questionnaire-Dysregulation Profile (SDQ-DP) in middle childhood (9-13 years of age) and includes the potential impact of clinical and psychosocial characteristics.The data set was available from the BELLA study on mental health and well-being in children and adolescents, which is the mental health module of the German Health Interview and Examination Survey for Children and Adolescents (KiGGS). A representative epidemiological sample of 564 children living in Germany was examined at three assessment points over 2 years (data collection 2003-2006). The SDQ-DP of children aged 9-13 years was evaluated using Latent Class Growth Analysis (LCGA).For both genders three trajectories with low (girls 67.0% and boys 59.5%), moderate (girls 28.0% and boys 31.7%) and high SDQ-DP (girls 5.0% and boys 8.8%) scores were detected. The courses of low and moderate subgroups were stable, while in the high SDQ-DP subgroup boys showed a decreasing and girls an increasing trend in symptom severity on a descriptive level. The results of the multinomial logistic regression analyses revealed a significant influence of mainly externalising but also internalising problems both increasing the risk of moderate and high SDQ-DP in both genders. Good quality of life was a protective factor for the SDQ-DP course in all subgroups.In addition to the known clinical and scientific value of the SDQ-DP, three distinguishable trajectories of SDQ-DP in boys and girls could be found. High externalising problems at the beginning of the trajectory were associated with an undesirable course of SDQ-DP. These findings might be helpful for better psychoeducation, counselling and monitoring in clinical cases and public health.",https://doi.org/10.1017/s0033291717001714,
Parent–Adolescent Conflict across Adolescence: Trajectories of Informant Discrepancies and Associations with Personality Types,"Parent-adolescent conflict can be intense, yet parents and adolescents do not always agree on the intensity of conflict. Conflict intensity tends to change during adolescence and is thought to be an indicator of how the parent-adolescent relationship transforms. However, parents and adolescents might differently perceive change in conflict intensity, resulting in changing discrepancies in conflict intensity throughout adolescence. Also, personality characteristics of parents and adolescents might affect the extent to which there are discrepancies in perceptions of conflict intensity. This multi-informant longitudinal study investigated a) the trajectories of parent-adolescent conflict intensity, b) the trajectories of informant discrepancies, and c) the prediction of these trajectories by parental and adolescent personality. Dutch adolescents (N = 497, 43.1% female, Mage = 13.03 at T1), their mothers, and their fathers reported on parent-adolescent conflict intensity and personality for six years. Latent Growth Curve Modeling and Latent Congruence Modeling revealed curvilinear changes in conflict intensity, as well as in discrepancies thereof. Two cycles of discrepancies emerged. First, in early-to-middle-adolescence discrepancies in perceptions of parents and adolescents increased, reflecting that adolescents' perceived conflict intensity increased. Second, in middle-to-late-adolescence, father-adolescent discrepancies increased further, reflecting that fathers' perceptions of conflict decreased. Resilient adolescents, mothers, and fathers reported lower levels of conflict intensity than Undercontrollers and Overcontrollers, but personality was not associated with the rate of change in conflict intensity. Finally, undercontrolling fathers and overcontrolling adolescents showed higher father-adolescent discrepancies. This study showed that parents and adolescents differentially perceive conflict intensity and that in the adolescent-father relationship, the extent of the differences depends on adolescent and father personality.",https://doi.org/10.1007/s10964-019-01054-7,
Parenting and externalizing problem behavior in adolescence: Combining the strengths of variable-centered and person-centered approaches.,"Previous studies often assumed that parenting practices are similar across families. This assumption is difficult to hold, especially throughout adolescence, a period of major change for both adolescents and their parents. By combining a person-centered and a variable-centered approach, the present study adds to the literature by identifying trajectory classes in parenting behaviors and assessing their associations with externalizing problem behavior. The study aimed (a) to examine the existence of subgroups with different trajectories for five parenting dimensions (i.e., support, proactive control, punitive control, harsh punitive control, psychological control) in mothers and fathers separately, and (b) to assess whether membership of a subgroup is associated with the development of rule-breaking and aggressive behavior, respectively. The current study used four waves of data, with adolescents' age ranging from 12 to 18 years. Mothers (N = 747) and fathers (N = 645) reported on their own parenting behavior, whereas adolescent (N = 1,116) reported on externalizing problem behavior. Latent class growth analyses per parenting dimension showed that trajectory classes could be distinguished for support, proactive, punitive, and psychological control, but not harsh punitive control, and this for both mother and father. Conditional growth models per parenting dimension and per parent did not show different trajectories for aggressive and rule-breaking behavior across adolescence for the distinct parenting trajectories. However, analyses indicated that depending on the parenting trajectory, there was a difference in initial (Age 12) levels of problem behavior. Suggestions for additional research on longitudinal heterogeneity of parenting among mothers and fathers of adolescents are outlined. (PsycINFO Database Record (c) 2019 APA, all rights reserved).",https://doi.org/10.1037/dev0000644,
Developmental Trajectories of Nonsuicidal Self‐Injury in Adolescence and Intrapersonal/Interpersonal Risk Factors,"This 3‐wave study investigated the developmental trajectories of nonsuicidal self‐injury ( NSSI ) and intrapersonal/interpersonal risk factors among 3,381 Chinese adolescents (56.2% females) aged from 13 to 17 years during a 1‐year period. Using an accelerated longitudinal design and latent class growth analysis, we identified four subgroups of NSSI trajectories: negligible (74.6%), experimental (12.8%), moderate decreasing (10.8%), and high fluctuating (1.9%). Adolescents reporting both intrapersonal (i.e., impulsive behaviors and depression) and interpersonal (i.e., unstable relationships and parental criticism) risk factors were significantly more likely to follow the latter three trajectories. The findings of this study suggest there is heterogeneity in NSSI development among adolescents and highlight the contributions of both intrapersonal and interpersonal risk factors in the engagement in NSSI .",https://doi.org/10.1111/jora.12273,
Attention-deficit/hyperactivity disorder developmental trajectories related to parental expressed emotion.,"In the transition from childhood to adolescence, attention-deficit/hyperactivity disorder (ADHD) developmental trajectories diverge. Family environment, as indexed by parental expressed emotion, may moderate these trajectories. 388 children with ADHD and 127 controls were assessed using multi-informant, multimethod diagnostic procedures at up to 3 time points 1 year apart in an accelerated longitudinal design spanning ages 7-13 years. Latent-class growth analysis was used to identify developmental trajectories for parent- and teacher-rated ADHD and oppositional-defiant disorder (ODD) symptoms within the ADHD sample. Parental expressed emotion, criticism, and emotional overinvolvement were coded from a 5-min speech sample at 2 time points, 1 year apart, for 208 of these children and compared among ADHD trajectory groups.Parent-rated hyperactivity yielded a 4-class trajectory solution in latent-class growth analysis; teacher-rated inattention yielded a 3-trajectory solution. Teacher-rated ODD also yielded 3-trajectory solution. A parent-rated high persistent hyperactive group was more likely than the other ADHD groups to have parents with stable high criticism (34.6%, p < .001), with ODD symptoms controlled. A teacher-identified high ODD-worsening group was more likely to experience high criticism, particularly the initial time point; (87.5%, p < .001), with hyperactivity controlled. Parental criticism, an index of the family environment, is uniquely associated with divergent developmental trajectories among children with ADHD in addition to those associated with ODD symptoms. Lay summary: For many children, ADHD symptoms decrease as they transition to adolescence. Family environmental factors, such as parental criticism, may help explain for whom symptom remission is less likely.",https://doi.org/10.1037/abn0000097,
Dark personality traits and impulsivity among adolescents: Differential links to problem behaviors and family relations.,"Research on how dark personality traits develop and relate to risky behaviors and family relations during adolescence is scarce. This study used a person-oriented approach to examine (a) whether distinct groups of adolescents could be identified based on their developmental profiles of callous-unemotional (CU), grandiose manipulative (GM), and dysfunctional impulsivity (DI) traits and (b) whether these groups differ in their problem behaviors and parent-adolescent relationship quality. Latent class growth analyses on 4-wave data of 1,131 Dutch adolescents revealed 3 personality profiles: (1) a dark impulsive group (13.9%), with high scores on all 3 traits (CU, GM, and DI) that were stable over time; (2) an impulsive group (26.1%), with high and increasing levels of impulsivity and relatively low scores on CU and GM; and (3) and a low risk group (60.0%), with relatively low levels on all 3 personality characteristics, with impulsivity decreasing over time. Compared with adolescents in the low risk group, adolescents in the dark impulsive and impulsive groups reported higher initial levels of substance use, sexual risk behaviors, permissive sexual attitudes, parent-adolescent conflict, and lower parent-adolescent satisfaction, as well as greater increases in sexual risk behavior over time. Compared with adolescents in the impulsive group, those in the dark impulsive group showed the highest levels of risk behaviors. Hence, dark personality traits coupled with impulsivity may be indicative of an earlier and more severe trajectory of problem behaviors that may differ from the trajectory of youth who are only impulsive. (PsycINFO Database Record",https://doi.org/10.1037/abn0000290,
Developmental Course and Risk Factors of Physical Aggression in Late Adolescence,"Abstract This study examined risk factors of physical aggression during transition from early to late adolescence using a two-wave longitudinal study. Specifically, we examined if risk factors in early adolescence predict physically aggressive behavior starting in late adolescence and why some adolescents desist physical aggressive behavior while others do not. The study sample consisted of 2289 Norwegian adolescents (1235 girls) who participated in the Young-HUNT1 study (mean age 14.5) and the follow-up study 4 years later, Young-HUNT2 study (mean age 18.4). One in six young adolescents reported engaging in physical fights. Moreover, physical aggression in early adolescence was significantly associated with male gender, attention problems, academic problems, being bullied, drinking alcohol, and smoking. Male gender and heavy drinking during early adolescence increased the risk for newly emerging aggressive behavior in late adolescence, whereas heavy drinking during early adolescence was a predictor for persistent versus desisting aggressive behavior in late adolescence.",https://doi.org/10.1007/s10578-020-01049-7,
"A Longitudinal Study of Spirituality, Character Strengths, Subjective Well-Being, and Prosociality in Middle School Adolescents","Using data from 1,352 middle-school Israeli adolescents, the current study examines the interface of spirituality and character strengths and its longitudinal contribution to subjective well-being and prosociality. Participants were approached three times over a 14-months period and completed measures of character strengths, spirituality, subjective well-being (positive emotions, life satisfaction), and prosociality. Findings revealed a fourth-factor structure of character strengths that included the typical tripartite classification of intrapersonal, interpersonal, and intellectual strengths together with spirituality emerging as a statistically autonomous factor. Spirituality was stable over time and contributed to higher subjective well-being and prosociality both cross-sectionally and longitudinally. Discussion focuses on spirituality as a fundamental character strength and an important aspect of positive development.",https://doi.org/10.3389/fpsyg.2019.00377,
The course of problematic social media use in young adolescents: A latent class growth analysis,"Abstract Using four waves of longitudinal data collected in 2015–2019 from 1419 Dutch adolescents ( M age = 12.5, 45.9% female, 21.9% immigrant), this study identified trajectories of problematic social media use (SMU) in parallel with trajectories of SMU frequency. Latent class growth analysis identified two subgroups with relatively high levels of problematic SMU over time: One showed high (24.7%) and one showed average SMU frequency (15.8%). Also, two subgroups with persistently low levels of problematic SMU were identified: One reported low (22.4%) and one reported high SMU frequency (37.1%). Although both subgroups with high levels of problematic SMU reported low subjective well‐being, the group with high SMU frequency showed low self‐control, whereas the group with average SMU frequency reported poor social competencies.",https://doi.org/10.1111/cdev.13712,
Modeling the Changes in Delinquent Behavior of Adolescents Transitioning into Adulthood: Methods Comparison with Simulated Data and Pathways to Desistance Data,"Various methods are available to model longitudinal data, for example, growth mixture modeling (GMM), latent class growth analysis (LCGA), k-means cluster analysis, and latent transition analysis (LTA).However, the extent to which different methods can adequately model different types of longitudinal data remains unclear.Using a set of simulated data, the current study evaluated how well the four methods perform under various simulation conditions.The extent to which the methods were able to i) accurately identify the number of latent classes, and ii) correctly assign individuals into their corresponding latent classes in the simulated data were compared with one another.Based on the simulation results, suggestions were made with respect to which method(s) were best applied to model the heterogeneity of longitudinal data.The present study further applies the methods of interest to model the changes in offending behavior as delinquent youths mature into young adults.Similarities and differences of modeling solutions from different methods are reported; recommendations are made for the exploration of inter-and intra-individual differences in longitudinal data.4.8 Average self-report offending scores for each latent class in each measurement time points. . . . . . . . . .",https://doi.org/10.18130/v3rp01,
Mental Health Before and During the COVID-19 Pandemic: A Longitudinal Probability Sample Survey of the UK Population,"Background: There is growing global concern about the potential impact of the Covid-19 pandemic on population mental health. We examine changes in adult mental health in the UK population before and during the lockdown. Methods: Secondary analysis of the UK Household Longitudinal Study Waves 6 (2014/15) to 9 (2018/19), matched to the Covid-19 web-survey completed by 17,452 panel members 23-29 April 2020. Mental health was assessed using the 12-item General Health Questionnaire (GHQ). Repeated cross-sectional analyses were conducted to examine annual temporal trends. Fixed effects regression models were fitted to identify within-person change compared to preceding trends. Findings: Mean population GHQ-12 score increased from 11·5 (95% confidence interval: 11·3–11·6) in 2018/19 to 12·6 (12·5–12·8) in April 2020, one month into lockdown. This was 0·48 (0·07-0·90) points higher than expected when accounting for prior upward trends between 2013 and 2019. Comparing scores within-individuals, adjusting for time-trends and predictors, increases were greatest in 18-24-year-olds (2·7, 1·89-3·48), 25-34-year-olds (1·6, 0·96-2·18), women (0·9, 0·50-1·35), and people living with young children (1·45, 0·79-2·12). People employed before the pandemic averaged a notable increase (0·6; 0·20-1·06). Interpretation: In late April 2020, mental health in the UK deteriorated compared to trends pre-Covid, particularly in young people, women and those living with young children. Those in employment before the pandemic also experienced greater deterioration one month into lockdown, perhaps due to actual or anticipated redundancy. While deterioration occurred across income groups, we anticipate inequalities may widen over time, as in other causes of recessions.Funding Statement: This study was unfunded.Declaration of Interests: The authors declare no competing interests. Ethics Approval Statement: The data used are publicly available via UK Data Service repository (study numbers 6614 and 8644), and do not require ethical assessment for academic research purposes.",https://doi.org/10.2139/ssrn.3624264,
